Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1298          1298          +257.105      +722.472      +298.484      +39.567       -1724.49      -287.914      +1317.63      -2012.4       -694.773      
1299          1299          +221.34       +709.488      +311.782      +50.8701      -1679.35      -287.19       +1293.48      -1966.54      -673.058      
1300          1300          +245.376      +723.619      +300.229      +40.3252      -1705.5       -271.952      +1309.55      -1977.45      -667.899      
1301          1301          +258.324      +728.023      +309.281      +45.2967      -1721.33      -298.226      +1340.92      -2019.56      -678.631      
1302          1302          +219.11       +722.436      +305.69       +45.566       -1695.28      -289.088      +1292.8       -1984.37      -691.569      
1303          1303          +272.552      +733.093      +311.41       +43.6927      -1722.28      -302.229      +1360.75      -2024.51      -663.757      
1304          1304          +223.26       +732.875      +314.958      +43.1219      -1730.64      -292.836      +1314.21      -2023.47      -709.259      
1305          1305          +265.399      +688.606      +310.838      +38.4253      -1723.99      -282.796      +1303.27      -2006.79      -703.524      
1306          1306          +245.196      +711.178      +288.455      +51.7076      -1708.49      -288.298      +1296.54      -1996.79      -700.255      
1307          1307          +225.507      +712.553      +311.652      +52.3195      -1728.17      -280.817      +1302.03      -2008.99      -706.954      
1308          1308          +237.475      +750.954      +296.27       +39.5987      -1733.4       -275.335      +1324.3       -2008.73      -684.435      
1309          1309          +209.085      +719.76       +309.694      +43.5796      -1697         -286.87       +1282.12      -1983.87      -701.752      
1310          1310          +229.584      +717.333      +299.779      +39.2254      -1698.27      -292.139      +1285.92      -1990.41      -704.487      
1311          1311          +243.817      +703.761      +307.851      +42.613       -1688.36      -324.649      +1298.04      -2013.01      -714.966      
1312          1312          +218.089      +717.473      +314.075      +38.1714      -1686.02      -301.354      +1287.81      -1987.37      -699.561      
1313          1313          +251.524      +733.687      +307.252      +47.6847      -1704.56      -304.238      +1340.15      -2008.8       -668.654      
1314          1314          +226.74       +726.688      +323.682      +44.0368      -1754.88      -279.344      +1321.15      -2034.22      -713.078      
1315          1315          +245.086      +744.32       +293.194      +40.6298      -1702.15      -309.987      +1323.23      -2012.14      -688.906      
1316          1316          +234.9        +711.266      +300.767      +38.8502      -1729.56      -282.755      +1285.78      -2012.31      -726.532      
1317          1317          +250.594      +707.855      +301.539      +34.9376      -1737.14      -288.63       +1294.93      -2025.77      -730.844      
1318          1318          +243.707      +706.822      +312.39       +39.9055      -1696.6       -288.905      +1302.83      -1985.51      -682.683      
1319          1319          +248.124      +715.749      +318.111      +46.2327      -1697.11      -281.26       +1328.22      -1978.37      -650.154      
1320          1320          +240.922      +719.66       +299.547      +43.6622      -1702.19      -291.899      +1303.79      -1994.09      -690.295      
1321          1321          +226.304      +754.86       +311.761      +44.7198      -1700.14      -310.429      +1337.64      -2010.57      -672.921      
1322          1322          +275.427      +771.983      +307.86       +44.1255      -1736.6       -301.83       +1399.4       -2038.43      -639.035      
1323          1323          +256.382      +782.594      +303.846      +48.9194      -1711.16      -329.018      +1391.74      -2040.18      -648.44       
1324          1324          +240.359      +709.12       +301.81       +44.0434      -1729.42      -303.121      +1295.33      -2032.54      -737.212      
1325          1325          +258.203      +734.216      +321.408      +45.3919      -1709.04      -307.106      +1359.22      -2016.15      -656.931      
1326          1326          +247.966      +700.775      +316.035      +40.0461      -1743.99      -294.273      +1304.82      -2038.26      -733.44       
1327          1327          +252.243      +715.141      +320.829      +33.5273      -1727.28      -310.721      +1321.74      -2038         -716.256      
1328          1328          +264.578      +716.425      +324.871      +42.3076      -1737.3       -312.719      +1348.18      -2050.02      -701.838      
1329          1329          +229.795      +699.517      +307.535      +36.9413      -1664.58      -272.851      +1273.79      -1937.43      -663.641      
1330          1330          +229.277      +721.389      +316.023      +31.7917      -1713.17      -298.853      +1298.48      -2012.02      -713.543      
1331          1331          +226.152      +706.086      +324.287      +35.916       -1705.95      -297.647      +1292.44      -2003.59      -711.153      
1332          1332          +252.071      +686.393      +305.773      +42.983       -1684.92      -309.609      +1287.22      -1994.53      -707.312      
1333          1333          +250.012      +705.319      +299.516      +35.9577      -1705.28      -315.503      +1290.8       -2020.79      -729.983      
1334          1334          +224.504      +695.926      +294.754      +35.8871      -1690.61      -295.994      +1251.07      -1986.61      -735.536      
1335          1335          +248.942      +662.865      +298.641      +40.879       -1714.24      -290.712      +1251.33      -2004.95      -753.627      
1336          1336          +226.193      +711.891      +304.003      +40.5114      -1737.61      -320.185      +1282.6       -2057.8       -775.2        
1337          1337          +238.924      +683.45       +295.301      +41.4674      -1743.81      -285.451      +1259.14      -2029.27      -770.122      
1338          1338          +217.831      +703.724      +298.549      +47.533       -1716.17      -294.397      +1267.64      -2010.57      -742.93       
